execute /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql
0, 0, 0, 0, 0, 130, 0, 0, 0, 911
0, 0, 0, 0, 0, 132, 0, 0, 0, 912
0, 0, 0, 0, 0, 131, 0, 0, 0, 919
0, 0, 0, 0, 0, 132, 0, 0, 0, 913
0, 0, 0, 0, 0, 131, 0, 0, 0, 907
0, 0, 0, 0, 0, 132, 0, 0, 0, 938
0, 0, 0, 0, 0, 131, 0, 0, 0, 906
0, 0, 0, 0, 0, 131, 0, 0, 0, 917
0, 0, 0, 0, 0, 131, 0, 0, 0, 907
0, 0, 0, 0, 0, 130, 0, 0, 0, 910
0, 0, 0, 0, 0, 130, 0, 0, 0, 906
0, 0, 0, 0, 0, 131, 0, 0, 0, 905
0, 0, 0, 0, 0, 131, 0, 0, 0, 909
0, 0, 0, 0, 0, 130, 0, 0, 0, 904
0, 0, 0, 0, 0, 131, 0, 0, 0, 936
execute /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql
0, 0, 0, 0, 0, 122, 0, 0, 0, 795
0, 0, 0, 0, 0, 119, 0, 0, 0, 791
0, 0, 0, 0, 0, 119, 0, 0, 0, 793
0, 0, 0, 0, 0, 120, 0, 0, 0, 793
0, 0, 0, 0, 0, 121, 0, 0, 0, 791
0, 0, 0, 0, 0, 120, 0, 0, 0, 794
0, 0, 0, 0, 0, 121, 0, 0, 0, 794
0, 0, 0, 0, 0, 120, 0, 0, 0, 794
0, 0, 0, 0, 0, 121, 0, 0, 0, 812
0, 0, 0, 0, 0, 120, 0, 0, 0, 805
0, 0, 0, 0, 0, 121, 0, 0, 0, 803
0, 0, 0, 0, 0, 120, 0, 0, 0, 793
0, 0, 0, 0, 0, 121, 0, 0, 0, 793
0, 0, 0, 0, 0, 119, 0, 0, 0, 794
0, 0, 0, 0, 0, 121, 0, 0, 0, 792
execute /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql
0, 0, 0, 0, 0, 237, 0, 0, 0, 1053
0, 0, 0, 0, 0, 238, 0, 0, 0, 1044
0, 0, 0, 0, 0, 238, 0, 0, 0, 1059
0, 0, 0, 0, 0, 235, 0, 0, 0, 1048
0, 0, 0, 0, 0, 238, 0, 0, 0, 1047
0, 0, 0, 0, 0, 235, 0, 0, 0, 1042
0, 0, 0, 0, 0, 235, 0, 0, 0, 1060
0, 0, 0, 0, 0, 236, 0, 0, 0, 1059
0, 0, 0, 0, 0, 235, 0, 0, 0, 1039
0, 0, 0, 0, 0, 236, 0, 0, 0, 1041
0, 0, 0, 0, 0, 238, 0, 0, 0, 1048
0, 0, 0, 0, 0, 236, 0, 0, 0, 1066
0, 0, 0, 0, 0, 235, 0, 0, 0, 1067
0, 0, 0, 0, 0, 237, 0, 0, 0, 1044
0, 0, 0, 0, 0, 236, 0, 0, 0, 1043
execute /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 94, 0, 0, 0, 23
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 98, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 96, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 95, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 97, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 99, 0, 0, 0, 23
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 97, 0, 0, 0, 23
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 95, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 95, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 96, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 95, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 98, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 94, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 94, 0, 0, 0, 22
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 98, 0, 0, 0, 22
execute /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 76, 0, 0, 0, 25
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 77, 0, 0, 0, 24
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 79, 0, 0, 0, 25
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 79, 0, 0, 0, 25
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 78, 0, 0, 0, 25
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 80, 0, 0, 0, 25
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 78, 0, 0, 0, 25
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 79, 0, 0, 0, 25
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 79, 0, 0, 0, 25
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 77, 0, 0, 0, 24
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 78, 0, 0, 0, 24
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 77, 0, 0, 0, 25
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 78, 0, 0, 0, 25
