execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query3/query3_0.sql
133
137
135
137
136
136
139
136
139
138
137
136
138
136
138
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query17/query17_0.sql
22
22
22
22
22
25
22
23
24
23
22
25
22
22
22
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query18/query18_0.sql
4
4
5
4
5
5
5
5
4
5
4
5
4
4
4
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query19/query19_0.sql
316
318
317
316
317
318
317
317
317
318
317
317
317
316
317
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query22/query22_0.sql
2134
2081
2077
2139
2125
2041
2103
2132
2099
2071
2045
2169
2151
2066
2147
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query25/query25_0.sql
7
7
7
7
7
8
7
7
7
7
7
8
7
8
8
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query26/query26_0.sql
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query27/query27_0.sql
13
13
13
13
13
14
13
13
13
13
13
13
14
13
13
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query29/query29_0.sql
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query37/query37_0.sql
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query40/query40_0.sql
11
11
11
10
11
11
11
11
11
10
10
11
11
10
11
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query42/query42_0.sql
107
106
106
105
106
105
106
100
106
101
104
106
103
107
106
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query43/query43_0.sql
225
228
226
223
227
230
229
225
226
226
229
227
228
227
227
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query50/query50_0.sql
441
433
435
432
439
436
435
437
436
435
433
440
443
441
437
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query52/query52_0.sql
106
106
107
106
106
106
106
107
106
107
106
107
108
106
104
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query55/query55_0.sql
111
111
110
113
106
110
111
110
108
108
109
110
110
107
110
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query62/query62_0.sql
83
81
81
82
84
82
82
82
82
82
83
81
82
83
81
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query82/query82_0.sql
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query84/query84_0.sql
66
66
65
65
66
65
66
65
65
65
65
65
66
66
65
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query85/query85_0.sql
28
32
29
28
28
28
28
28
28
28
27
28
28
28
30
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query91/query91_0.sql
25
25
25
25
25
25
25
25
25
25
25
26
25
25
25
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query96/query96_0.sql
102
96
100
93
93
94
94
93
97
96
100
95
93
96
93
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query99/query99_0.sql
98
98
96
96
97
98
97
101
96
97
97
99
99
98
98
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/1/query7/query7_0.sql
10
10
11
10
10
10
11
10
10
10
10
10
10
10
10
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query3/query3_0.sql
135
137
137
137
136
136
136
139
135
135
137
141
137
136
136
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query17/query17_0.sql
23
22
22
25
22
22
22
22
22
22
23
22
24
22
22
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query18/query18_0.sql
4
4
4
4
5
5
4
4
4
5
5
4
4
4
4
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query19/query19_0.sql
317
316
317
315
319
318
317
320
318
316
317
319
321
315
319
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query22/query22_0.sql
2040
2078
2147
2188
2051
2086
2061
2179
2156
2085
2155
2071
2051
2156
2043
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query25/query25_0.sql
7
8
7
7
8
8
7
7
7
7
8
7
8
7
7
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query26/query26_0.sql
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query27/query27_0.sql
13
13
13
13
13
13
13
13
13
14
13
14
13
13
13
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query29/query29_0.sql
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query37/query37_0.sql
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query40/query40_0.sql
11
11
10
11
10
11
11
10
10
11
11
11
10
11
10
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query42/query42_0.sql
107
104
105
106
102
107
106
105
103
104
106
106
106
105
107
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query43/query43_0.sql
225
218
229
228
227
224
225
229
225
215
224
226
224
227
227
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query50/query50_0.sql
434
433
434
437
435
437
431
435
437
439
440
437
434
437
436
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query52/query52_0.sql
105
106
109
107
104
104
107
103
107
105
108
107
106
106
107
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query55/query55_0.sql
110
108
108
112
112
111
107
108
109
109
107
110
108
109
107
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query62/query62_0.sql
80
83
85
84
83
82
85
84
84
81
89
81
81
82
82
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query82/query82_0.sql
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query84/query84_0.sql
66
65
65
66
66
66
65
66
66
65
66
65
65
66
66
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query85/query85_0.sql
28
28
28
27
31
28
27
29
28
27
28
28
28
28
28
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query91/query91_0.sql
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query96/query96_0.sql
95
96
94
93
92
97
98
94
96
97
92
98
96
93
95
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query99/query99_0.sql
96
98
97
97
97
98
97
97
97
97
99
97
98
98
99
execute /home/pei/Project/benchmarks/tpcds-kit/tools/1_instance_out_duckdb/2/query7/query7_0.sql
10
10
10
10
10
10
10
10
11
11
10
10
11
11
10
